row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
8553,Neutral,Neutral,3,3,Neutral,Neutral
8554,Positive,Positive,5,5,Positive,Positive
8555,Positive,Positive,3,3,Neutral,Neutral
8556,Positive,Positive,3,3,Neutral,Neutral
8557,Positive,Positive,4,4,Positive,Positive
8558,Negative,Negative,1,1,Negative,Negative
8559,Positive,Positive,5,5,Positive,Positive
8560,Positive,Positive,5,5,Positive,Positive
8561,Positive,Positive,5,5,Positive,Positive
8562,Positive,Positive,5,5,Positive,Positive
8563,Positive,Positive,5,5,Positive,Positive
8564,Positive,Positive,5,5,Positive,Positive
8565,Positive,Positive,5,5,Positive,Positive
8566,Positive,Negative,3,2,Neutral,Negative
8567,Positive,Positive,5,5,Positive,Positive
8568,Positive,Positive,5,5,Positive,Positive
8569,Positive,Positive,5,5,Positive,Positive
8570,Positive,Positive,4,4,Positive,Positive
8571,Positive,Positive,5,5,Positive,Positive
8572,Positive,Positive,5,5,Positive,Positive
8573,Positive,Positive,4,4,Positive,Positive
8574,Positive,Positive,4,4,Positive,Positive
8575,Positive,Positive,5,5,Positive,Positive
8576,Positive,Positive,4,4,Positive,Positive
8577,Neutral,Neutral,5,5,Positive,Positive
8578,Positive,Positive,5,5,Positive,Positive
8579,Positive,Positive,4,4,Positive,Positive
8580,Neutral,Neutral,4,4,Positive,Positive
8581,Negative,Negative,4,4,Positive,Positive
8582,Negative,Negative,1,1,Negative,Negative
8583,Positive,Positive,5,5,Positive,Positive
8584,Positive,Positive,3,3,Neutral,Neutral
8585,Positive,Negative,4,5,Positive,Positive
8586,Positive,Positive,4,4,Positive,Positive
8587,Positive,Positive,5,5,Positive,Positive
8588,Positive,Positive,3,3,Neutral,Neutral
8589,Positive,Positive,5,5,Positive,Positive
8590,Negative,Negative,4,4,Positive,Positive
8591,Negative,Negative,2,3,Negative,Neutral
8592,Positive,Positive,4,4,Positive,Positive
8593,Positive,Positive,3,3,Neutral,Neutral
8594,Positive,Positive,5,5,Positive,Positive
8595,Neutral,Neutral,3,3,Neutral,Neutral
8596,Positive,Positive,3,3,Neutral,Neutral
8597,Neutral,Neutral,3,3,Neutral,Neutral
8598,Positive,Positive,5,5,Positive,Positive
8599,Negative,Positive,2,2,Negative,Negative
8600,Positive,Positive,4,5,Positive,Positive
8601,Positive,Positive,4,4,Positive,Positive
8602,Negative,Negative,3,3,Neutral,Neutral
8603,Positive,Positive,4,4,Positive,Positive
8604,Positive,Positive,3,3,Neutral,Neutral
8605,Positive,Negative,4,4,Positive,Positive
8606,Positive,Positive,5,5,Positive,Positive
8607,Positive,Positive,4,4,Positive,Positive
8608,Positive,Positive,4,5,Positive,Positive
8609,Positive,Positive,4,4,Positive,Positive
8610,Positive,Positive,4,4,Positive,Positive
8611,Neutral,Neutral,5,5,Positive,Positive
8612,Neutral,Neutral,5,5,Positive,Positive
8613,Positive,Positive,5,5,Positive,Positive
8614,Positive,Positive,4,4,Positive,Positive
8615,Negative,Negative,4,4,Positive,Positive
8616,Positive,Positive,3,3,Neutral,Neutral
8617,Positive,Positive,4,4,Positive,Positive
8618,Negative,Negative,1,1,Negative,Negative
8619,Positive,Positive,5,5,Positive,Positive
8620,Positive,Positive,4,4,Positive,Positive
8621,Positive,Positive,5,5,Positive,Positive
8622,Positive,Positive,5,5,Positive,Positive
8623,Neutral,Neutral,5,5,Positive,Positive
8624,Positive,Positive,5,5,Positive,Positive
8625,Positive,Positive,3,3,Neutral,Neutral
8626,Positive,Positive,5,5,Positive,Positive
8627,Negative,Negative,3,3,Neutral,Neutral
8628,Positive,Positive,3,3,Neutral,Neutral
8629,Positive,Positive,5,5,Positive,Positive
8630,Positive,Positive,5,5,Positive,Positive
8631,Positive,Positive,4,4,Positive,Positive
8632,Positive,Positive,5,5,Positive,Positive
8633,Positive,Positive,5,5,Positive,Positive
8634,Positive,Positive,3,3,Neutral,Neutral
8635,Positive,Positive,4,4,Positive,Positive
8636,Positive,Positive,3,3,Neutral,Neutral
8637,Positive,Positive,4,4,Positive,Positive
8638,Positive,Positive,3,3,Neutral,Neutral
8639,Negative,Negative,2,2,Negative,Negative
8640,Positive,Positive,4,4,Positive,Positive
8641,Positive,Positive,5,5,Positive,Positive
8642,Positive,Positive,5,5,Positive,Positive
8643,Positive,Positive,5,5,Positive,Positive
8644,Neutral,Neutral,2,2,Negative,Negative
8645,Neutral,Neutral,4,4,Positive,Positive
8646,Positive,Positive,4,4,Positive,Positive
8647,Negative,Negative,2,2,Negative,Negative
8648,Positive,Positive,5,5,Positive,Positive
8649,Positive,Positive,3,3,Neutral,Neutral
8650,Negative,Negative,2,2,Negative,Negative
8651,Positive,Positive,4,4,Positive,Positive
8652,Positive,Positive,5,5,Positive,Positive
8653,Positive,Positive,5,5,Positive,Positive
8654,Negative,Negative,4,4,Positive,Positive
8655,Positive,Positive,5,5,Positive,Positive
8656,Negative,Negative,1,1,Negative,Negative
8657,Positive,Positive,3,3,Neutral,Neutral
8658,Positive,Positive,4,4,Positive,Positive
8659,Positive,Positive,5,5,Positive,Positive
8660,Negative,Negative,4,5,Positive,Positive
8661,Positive,Positive,4,4,Positive,Positive
8662,Positive,Positive,4,4,Positive,Positive
8663,Positive,Positive,5,5,Positive,Positive
8664,Negative,Negative,1,1,Negative,Negative
8665,Positive,Positive,5,5,Positive,Positive
8666,Positive,Positive,2,2,Negative,Negative
8667,Positive,Positive,4,4,Positive,Positive
8668,Negative,Negative,5,5,Positive,Positive
8669,Positive,Positive,4,4,Positive,Positive
8670,Positive,Positive,5,5,Positive,Positive
8671,Neutral,Neutral,5,5,Positive,Positive
8672,Positive,Positive,4,4,Positive,Positive
8673,Positive,Positive,4,4,Positive,Positive
8674,Positive,Positive,5,5,Positive,Positive
8675,Positive,Positive,5,5,Positive,Positive
8676,Neutral,Neutral,3,3,Neutral,Neutral
8677,Positive,Positive,4,4,Positive,Positive
8678,Negative,Negative,1,1,Negative,Negative
8679,Positive,Positive,5,5,Positive,Positive
8680,Positive,Positive,5,5,Positive,Positive
8681,Negative,Negative,1,1,Negative,Negative
8682,Positive,Positive,4,4,Positive,Positive
8683,Positive,Positive,4,4,Positive,Positive
8684,Negative,Negative,5,5,Positive,Positive
8685,Neutral,Neutral,5,5,Positive,Positive
8686,Positive,Positive,4,5,Positive,Positive
8687,Positive,Positive,5,5,Positive,Positive
8688,Positive,Positive,5,5,Positive,Positive
8689,Positive,Positive,4,4,Positive,Positive
8690,Positive,Positive,2,2,Negative,Negative
8691,Positive,Positive,3,3,Neutral,Neutral
8692,Positive,Positive,3,3,Neutral,Neutral
8693,Negative,Negative,2,2,Negative,Negative
8694,Positive,Positive,3,3,Neutral,Neutral
8695,Negative,Positive,2,3,Negative,Neutral
8696,Positive,Positive,4,5,Positive,Positive
8697,Positive,Positive,4,4,Positive,Positive
8698,Positive,Positive,4,4,Positive,Positive
8699,Positive,Positive,4,4,Positive,Positive
8700,Negative,Negative,3,3,Neutral,Neutral
8701,Negative,Negative,5,5,Positive,Positive
8702,Positive,Positive,5,5,Positive,Positive
8703,Negative,Negative,5,5,Positive,Positive
8704,Positive,Positive,5,5,Positive,Positive
8705,Negative,Negative,1,1,Negative,Negative
8706,Positive,Positive,4,4,Positive,Positive
8707,Positive,Positive,5,5,Positive,Positive
8708,Positive,Positive,4,4,Positive,Positive
8709,Positive,Positive,5,5,Positive,Positive
8710,Positive,Positive,4,4,Positive,Positive
8711,Positive,Positive,4,4,Positive,Positive
8712,Positive,Positive,5,5,Positive,Positive
8713,Positive,Positive,4,4,Positive,Positive
8714,Negative,Negative,5,5,Positive,Positive
8715,Positive,Positive,3,3,Neutral,Neutral
8716,Positive,Positive,4,4,Positive,Positive
8717,Positive,Positive,5,5,Positive,Positive
8718,Positive,Positive,5,5,Positive,Positive
8719,Negative,Negative,3,3,Neutral,Neutral
8720,Neutral,Neutral,1,1,Negative,Negative
8721,Positive,Positive,5,5,Positive,Positive
8722,Neutral,Neutral,5,5,Positive,Positive
8723,Positive,Positive,5,5,Positive,Positive
8724,Positive,Positive,5,5,Positive,Positive
8725,Negative,Negative,5,5,Positive,Positive
8726,Positive,Positive,5,5,Positive,Positive
8727,Positive,Positive,4,4,Positive,Positive
8728,Positive,Positive,4,4,Positive,Positive
8729,Positive,Positive,5,5,Positive,Positive
8730,Positive,Positive,4,4,Positive,Positive
8731,Positive,Positive,4,4,Positive,Positive
8732,Negative,Negative,1,1,Negative,Negative
8733,Positive,Positive,5,5,Positive,Positive
8734,Positive,Positive,5,5,Positive,Positive
8735,Negative,Negative,3,3,Neutral,Neutral
8736,Negative,Negative,4,4,Positive,Positive
8737,Positive,Positive,5,5,Positive,Positive
8738,Negative,Negative,4,4,Positive,Positive
8739,Positive,Positive,3,3,Neutral,Neutral
8740,Positive,Positive,5,5,Positive,Positive
8741,Positive,Positive,4,4,Positive,Positive
8742,Positive,Positive,5,5,Positive,Positive
8743,Positive,Negative,5,5,Positive,Positive
8744,Positive,Positive,3,3,Neutral,Neutral
8745,Positive,Positive,5,5,Positive,Positive
8746,Negative,Negative,2,2,Negative,Negative
8747,Positive,Positive,5,5,Positive,Positive
8748,Positive,Positive,5,5,Positive,Positive
8749,Positive,Positive,5,5,Positive,Positive
8750,Negative,Negative,2,3,Negative,Neutral
8751,Positive,Positive,4,4,Positive,Positive
8752,Positive,Positive,4,4,Positive,Positive
8753,Positive,Positive,5,5,Positive,Positive
8754,Positive,Positive,1,1,Negative,Negative
8755,Positive,Positive,1,1,Negative,Negative
8756,Positive,Positive,2,2,Negative,Negative
8757,Positive,Positive,4,4,Positive,Positive
8758,Positive,Positive,5,5,Positive,Positive
8759,Negative,Negative,2,2,Negative,Negative
8760,Positive,Positive,3,3,Neutral,Neutral
8761,Positive,Positive,5,5,Positive,Positive
8762,Positive,Positive,5,5,Positive,Positive
8763,Positive,Positive,4,4,Positive,Positive
8764,Negative,Negative,2,2,Negative,Negative
8765,Positive,Positive,4,4,Positive,Positive
8766,Positive,Positive,4,4,Positive,Positive
8767,Negative,Negative,4,4,Positive,Positive
8768,Negative,Negative,4,4,Positive,Positive
8769,Positive,Positive,5,5,Positive,Positive
8770,Positive,Positive,5,5,Positive,Positive
8771,Negative,Negative,4,4,Positive,Positive
8772,Negative,Negative,2,2,Negative,Negative
8773,Positive,Positive,5,5,Positive,Positive
8774,Positive,Positive,5,5,Positive,Positive
8775,Positive,Positive,5,5,Positive,Positive
8776,Positive,Positive,5,5,Positive,Positive
8777,Neutral,Neutral,3,3,Neutral,Neutral
8778,Positive,Positive,2,2,Negative,Negative
8779,Neutral,Neutral,4,4,Positive,Positive
8780,Neutral,Neutral,5,5,Positive,Positive
8781,Positive,Positive,4,4,Positive,Positive
8782,Negative,Negative,5,5,Positive,Positive
8783,Positive,Positive,4,4,Positive,Positive
8784,Positive,Positive,4,4,Positive,Positive
8785,Positive,Positive,5,5,Positive,Positive
8786,Positive,Positive,5,5,Positive,Positive
8787,Negative,Negative,2,2,Negative,Negative
8788,Positive,Positive,5,5,Positive,Positive
8789,Positive,Positive,4,4,Positive,Positive
8790,Positive,Positive,5,5,Positive,Positive
8791,Positive,Positive,3,3,Neutral,Neutral
8792,Negative,Negative,4,4,Positive,Positive
8793,Positive,Positive,1,1,Negative,Negative
8794,Negative,Negative,1,1,Negative,Negative
8795,Positive,Positive,4,4,Positive,Positive
8796,Positive,Positive,5,5,Positive,Positive
8797,Positive,Negative,4,4,Positive,Positive
8798,Positive,Positive,5,5,Positive,Positive
8799,Positive,Positive,4,4,Positive,Positive
8800,Positive,Positive,3,3,Neutral,Neutral
8801,Positive,Positive,4,5,Positive,Positive
8802,Positive,Positive,5,5,Positive,Positive
8803,Positive,Positive,4,4,Positive,Positive
8804,Neutral,Neutral,5,5,Positive,Positive
8805,Positive,Positive,4,4,Positive,Positive
8806,Positive,Negative,2,1,Negative,Negative
8807,Neutral,Neutral,4,4,Positive,Positive
8808,Positive,Positive,3,3,Neutral,Neutral
8809,Positive,Positive,5,5,Positive,Positive
8810,Positive,Negative,4,4,Positive,Positive
8811,Positive,Positive,5,5,Positive,Positive
8812,Positive,Positive,5,4,Positive,Positive
8813,Positive,Positive,4,4,Positive,Positive
8814,Positive,Positive,5,5,Positive,Positive
8815,Positive,Positive,4,4,Positive,Positive
8816,Neutral,Neutral,4,4,Positive,Positive
8817,Positive,Positive,4,4,Positive,Positive
8818,Positive,Positive,4,4,Positive,Positive
8819,Positive,Positive,4,4,Positive,Positive
8820,Positive,Positive,1,1,Negative,Negative
8821,Positive,Positive,4,4,Positive,Positive
8822,Neutral,Neutral,5,5,Positive,Positive
8823,Positive,Positive,4,4,Positive,Positive
8824,Negative,Negative,2,2,Negative,Negative
8825,Positive,Positive,1,1,Negative,Negative
8826,Negative,Negative,3,3,Neutral,Neutral
8827,Positive,Positive,4,4,Positive,Positive
8828,Positive,Positive,5,5,Positive,Positive
8829,Positive,Positive,5,5,Positive,Positive
8830,Positive,Positive,5,5,Positive,Positive
8831,Positive,Positive,5,4,Positive,Positive
8832,Positive,Positive,5,5,Positive,Positive
8833,Positive,Positive,5,5,Positive,Positive
8834,Positive,Positive,5,5,Positive,Positive
8835,Positive,Positive,4,4,Positive,Positive
8836,Negative,Negative,4,4,Positive,Positive
8837,Neutral,Neutral,4,4,Positive,Positive
8838,Neutral,Neutral,5,5,Positive,Positive
8839,Positive,Positive,4,4,Positive,Positive
8840,Negative,Negative,5,5,Positive,Positive
8841,Positive,Positive,4,4,Positive,Positive
8842,Positive,Positive,5,5,Positive,Positive
8843,Positive,Positive,4,4,Positive,Positive
8844,Positive,Positive,5,5,Positive,Positive
8845,Positive,Positive,5,5,Positive,Positive
8846,Positive,Positive,5,5,Positive,Positive
8847,Positive,Positive,4,4,Positive,Positive
8848,Positive,Positive,4,4,Positive,Positive
8849,Positive,Positive,5,5,Positive,Positive
8850,Positive,Positive,5,5,Positive,Positive
8851,Positive,Positive,1,1,Negative,Negative
8852,Positive,Positive,1,1,Negative,Negative
8853,Positive,Positive,5,5,Positive,Positive
8854,Positive,Positive,4,4,Positive,Positive
8855,Positive,Positive,2,2,Negative,Negative
8856,Positive,Positive,5,5,Positive,Positive
8857,Positive,Positive,5,5,Positive,Positive
8858,Negative,Negative,3,3,Neutral,Neutral
8859,Positive,Positive,4,4,Positive,Positive
8860,Neutral,Neutral,5,5,Positive,Positive
8861,Positive,Positive,4,4,Positive,Positive
8862,Positive,Positive,5,5,Positive,Positive
8863,Positive,Positive,5,5,Positive,Positive
8864,Neutral,Neutral,2,2,Negative,Negative
8865,Negative,Negative,1,1,Negative,Negative
8866,Neutral,Neutral,5,5,Positive,Positive
8867,Positive,Positive,3,3,Neutral,Neutral
8868,Positive,Positive,4,4,Positive,Positive
8869,Positive,Positive,4,4,Positive,Positive
8870,Positive,Positive,5,5,Positive,Positive
8871,Positive,Positive,4,4,Positive,Positive
8872,Positive,Positive,5,5,Positive,Positive
8873,Positive,Positive,1,1,Negative,Negative
8874,Positive,Positive,5,5,Positive,Positive
8875,Positive,Positive,5,5,Positive,Positive
8876,Negative,Negative,2,2,Negative,Negative
8877,Positive,Positive,4,4,Positive,Positive
8878,Neutral,Neutral,5,5,Positive,Positive
8879,Positive,Positive,5,5,Positive,Positive
8880,Negative,Negative,5,5,Positive,Positive
8881,Positive,Positive,4,4,Positive,Positive
8882,Positive,Positive,5,5,Positive,Positive
8883,Positive,Positive,4,4,Positive,Positive
8884,Positive,Positive,4,4,Positive,Positive
8885,Positive,Positive,5,5,Positive,Positive
8886,Positive,Positive,5,5,Positive,Positive
8887,Positive,Positive,5,5,Positive,Positive
8888,Negative,Negative,2,2,Negative,Negative
8889,Positive,Positive,5,5,Positive,Positive
8890,Positive,Positive,5,5,Positive,Positive
8891,Positive,Positive,1,1,Negative,Negative
8892,Positive,Positive,3,3,Neutral,Neutral
8893,Positive,Positive,5,5,Positive,Positive
8894,Negative,Negative,5,5,Positive,Positive
8895,Positive,Positive,5,5,Positive,Positive
8896,Negative,Negative,5,5,Positive,Positive
8897,Positive,Positive,4,4,Positive,Positive
8898,Positive,Positive,5,5,Positive,Positive
8899,Positive,Positive,5,5,Positive,Positive
8900,Positive,Positive,5,5,Positive,Positive
8901,Positive,Neutral,4,4,Positive,Positive
8902,Positive,Positive,5,5,Positive,Positive
8903,Positive,Positive,4,4,Positive,Positive
8904,Positive,Positive,5,5,Positive,Positive
8905,Positive,Positive,4,4,Positive,Positive
8906,Positive,Positive,4,4,Positive,Positive
8907,Positive,Positive,5,5,Positive,Positive
8908,Positive,Positive,5,5,Positive,Positive
8909,Positive,Positive,5,4,Positive,Positive
8910,Positive,Negative,1,1,Negative,Negative
8911,Negative,Negative,4,2,Positive,Negative
8912,Positive,Positive,3,2,Neutral,Negative
8913,Positive,Positive,4,4,Positive,Positive
8914,Positive,Positive,4,4,Positive,Positive
8915,Positive,Positive,4,5,Positive,Positive
8916,Positive,Negative,5,5,Positive,Positive
8917,Positive,Positive,5,4,Positive,Positive
8918,Negative,Negative,2,2,Negative,Negative
8919,Positive,Positive,5,5,Positive,Positive
8920,Positive,Positive,5,1,Positive,Negative
8921,Positive,Positive,4,4,Positive,Positive
8922,Positive,Positive,4,5,Positive,Positive
8923,Positive,Positive,5,5,Positive,Positive
8924,Negative,Negative,2,2,Negative,Negative
8925,Positive,Positive,4,2,Positive,Negative
8926,Negative,Positive,2,2,Negative,Negative
8927,Positive,Positive,4,4,Positive,Positive
8928,Positive,Positive,5,5,Positive,Positive
8929,Negative,Negative,1,1,Negative,Negative
8930,Positive,Negative,4,4,Positive,Positive
8931,Positive,Positive,5,5,Positive,Positive
8932,Positive,Positive,4,4,Positive,Positive
8933,Positive,Positive,4,5,Positive,Positive
8934,Positive,Positive,5,5,Positive,Positive
8935,Positive,Positive,4,3,Positive,Neutral
8936,Positive,Positive,5,5,Positive,Positive
8937,Positive,Positive,5,4,Positive,Positive
8938,Positive,Positive,2,2,Negative,Negative
8939,Positive,Positive,4,4,Positive,Positive
8940,Negative,Negative,2,2,Negative,Negative
8941,Positive,Positive,3,3,Neutral,Neutral
8942,Positive,Positive,4,4,Positive,Positive
8943,Negative,Negative,2,2,Negative,Negative
8944,Positive,Positive,4,4,Positive,Positive
8945,Positive,Positive,5,5,Positive,Positive
8946,Positive,Positive,2,2,Negative,Negative
8947,Negative,Negative,2,2,Negative,Negative
8948,Negative,Negative,3,3,Neutral,Neutral
8949,Positive,Positive,1,1,Negative,Negative
8950,Positive,Positive,4,4,Positive,Positive
8951,Negative,Negative,2,2,Negative,Negative
8952,Positive,Positive,4,4,Positive,Positive
8953,Neutral,Neutral,4,4,Positive,Positive
8954,Negative,Negative,4,4,Positive,Positive
8955,Positive,Positive,4,3,Positive,Neutral
8956,Positive,Positive,5,5,Positive,Positive
8957,Positive,Positive,5,5,Positive,Positive
8958,Positive,Positive,4,4,Positive,Positive
8959,Positive,Positive,3,3,Neutral,Neutral
8960,Negative,Negative,2,2,Negative,Negative
8961,Positive,Positive,5,5,Positive,Positive
8962,Positive,Positive,5,5,Positive,Positive
